,drug_row,drug_col,cell_line_name,drug_row_cid,drug_col_cid,synergy_zip,synergy_bliss,synergy_loewe,synergy_hsa,S,label
216,CHLORAMBUCIL,CHEMBL277800,A549,2708,354624,-1.787251365,-3.5595769,-13.09851734,-1.805838688,-10.327,Antagonism
217,CRIZOTINIB,CHEMBL277800,A549,11626560,354624,-0.864974908,-2.03518977,-14.9125881,-2.074458304,-2.1505,Antagonism
218,DEXRAZOXANE,CHEMBL277800,A549,71384,354624,-2.79413551,-3.283066975,-3.928997587,-0.481689626,-22.131,Antagonism
219,EXEMESTANE,CHEMBL277800,A549,60198,354624,-0.102382469,-0.973578887,-16.6867118,1.039226711,-16.6375,NA
220,GEFITINIB,CHEMBL277800,A549,123631,354624,3.774277829,4.097453007,3.601491801,6.48093909,-11.325,Synergy
221,LENALIDOMIDE,CHEMBL277800,A549,216326,354624,-1.805508859,-2.053340139,-0.888195748,-0.382551066,-12.372,Antagonism
222,LETROZOLE,CHEMBL277800,A549,3902,354624,2.782855979,1.82145907,-8.598039771,-6.733331703,4.8445,NA
223,MEGESTROL ACETATE,CHEMBL277800,A549,11683,354624,-3.965692376,-6.131106752,-39.00475215,-4.715616465,-32.4955,Antagonism
224,NILOTINIB,CHEMBL277800,A549,644241,354624,2.082457735,-2.963402928,-11.98932008,-9.6533316,1.096,NA
225,PAZOPANIB HYDROCHLORIDE,CHEMBL277800,A549,11525740,354624,0.498511626,0.029005228,-44.32873979,-0.459900582,-7.863,NA
226,RUXOLITINIB,CHEMBL277800,A549,25126798,354624,-2.72536482,-1.553164393,-18.52571365,-1.586124971,-19.2305,Antagonism
227,TEMOZOLOMIDE,CHEMBL277800,A549,5394,354624,0.743396256,0.297690051,-9.170439059,-6.733444981,5.165,NA
228,THIOTEPA,CHEMBL277800,A549,5453,354624,-9.443005501,-3.451402972,-1.47624541,-1.744596952,18.4065,Antagonism
229,TRETINOIN,CHEMBL277800,A549,444795,354624,-4.198974089,1.625566299,-1.055136976,0.549786359,0.4915,NA
230,VEMURAFENIB,CHEMBL277800,A549,42611257,354624,-0.469785144,-0.911205304,-21.63752803,-2.278567248,-5.4255,Antagonism
231,5-FLUORO-2'-DEOXYURIDINE,DASATINIB,A549,3363,3062316,-0.207238315,1.295153168,-0.369205604,1.528389067,8.6335,NA
232,5-FU,DASATINIB,A549,3385,3062316,1.420232473,0.263513523,2.64205719,5.157827742,-13.977,Synergy
233,ALTRETAMINE,DASATINIB,A549,2123,3062316,-8.830034517,0.375142458,-83.25875611,-2.602666922,14.778,NA
234,AXITINIB,DASATINIB,A549,6450551,3062316,7.70739479,9.354889203,1.278579582,11.07596993,28.1595,Synergy
235,CELECOXIB,DASATINIB,A549,2662,3062316,4.143182699,7.149079721,-34.35056616,3.138890489,18.7385,NA
236,CHEMBL277800,DASATINIB,A549,354624,3062316,-2.804187725,1.013483513,-3.813841004,-0.090252256,6.369,NA
237,CHLORAMBUCIL,DASATINIB,A549,2708,3062316,-5.256270313,0.165506958,-20.0751567,3.193742002,-1.3465,NA
238,CRIZOTINIB,DASATINIB,A549,11626560,3062316,4.529145007,13.23861582,-5.271683784,14.40000143,35.9815,NA
239,DEXRAZOXANE,DASATINIB,A549,71384,3062316,1.996325249,1.64165104,6.958051763,9.277469556,-0.043,Synergy
240,EXEMESTANE,DASATINIB,A549,60198,3062316,-6.104346888,1.766591682,-3.564037995,4.313625889,15.733,NA
241,GEFITINIB,DASATINIB,A549,123631,3062316,1.534817594,3.607825791,9.736442507,11.43327242,16.756,Synergy
242,LENALIDOMIDE,DASATINIB,A549,216326,3062316,-10.95009233,0.250451862,-12.09950662,4.839893556,10.834,NA
243,LETROZOLE,DASATINIB,A549,3902,3062316,-0.040116217,3.277158273,-14.53926124,-2.13999837,7.458,NA
244,MEGESTROL ACETATE,DASATINIB,A549,11683,3062316,-1.393299032,2.444719592,-47.65331569,5.825545111,13.205,NA
245,NILOTINIB,DASATINIB,A549,644241,3062316,-0.065223756,3.132583324,-23.3086289,-2.721110154,8.956,NA
246,PAZOPANIB HYDROCHLORIDE,DASATINIB,A549,11525740,3062316,11.58420859,13.40218174,-50.09776375,13.8616366,26.896,NA
247,RUXOLITINIB,DASATINIB,A549,25126798,3062316,6.194026727,13.93189114,-9.551226858,15.45994588,31.0835,NA
248,TEMOZOLOMIDE,DASATINIB,A549,5394,3062316,-0.533732436,4.020130208,-54.84651878,-2.235553925,11.729,NA
249,THIOTEPA,DASATINIB,A549,5453,3062316,-4.727120734,4.497089258,-9.527576793,4.05839032,8.205,NA
250,TRETINOIN,DASATINIB,A549,444795,3062316,-3.847615094,5.204861168,-12.35095116,6.176454381,12.163,NA
251,VEMURAFENIB,DASATINIB,A549,42611257,3062316,8.835189462,11.93169956,-5.645209358,10.74408104,29.822,NA
252,ZOLINZA,DASATINIB,A549,5311,3062316,-3.87487025,-0.152137534,-4.529438767,1.131985889,8.9955,NA
253,5-FLUORO-2'-DEOXYURIDINE,ERLOTINIB HYDROCHLORIDE,A549,3363,176871,-2.667139706,-0.898447694,-36.8960949,2.708716631,13.8375,NA
254,5-FU,ERLOTINIB HYDROCHLORIDE,A549,3385,176871,3.632513032,0.339055412,1.378206621,3.928615215,-5.6405,Synergy
255,ALTRETAMINE,ERLOTINIB HYDROCHLORIDE,A549,2123,176871,-0.52035476,4.499490355,-5.576181659,0.729112741,2.9455,NA
256,AMIFOSTINE,ERLOTINIB HYDROCHLORIDE,A549,2141,176871,-2.390931561,0.347051876,-13.9076559,-0.048871051,3.222,NA
257,ANASTROZOLE,ERLOTINIB HYDROCHLORIDE,A549,2187,176871,-4.234769528,-2.157196329,-1.519671516,0.163323782,-7.503,NA
258,AXITINIB,ERLOTINIB HYDROCHLORIDE,A549,6450551,176871,5.208032037,9.290950272,11.12272872,11.25996208,12.6965,Synergy
259,BUSULFAN,ERLOTINIB HYDROCHLORIDE,A549,2478,176871,2.852189109,5.201236941,8.681687345,9.296408111,-3.19,Synergy
260,CELECOXIB,ERLOTINIB HYDROCHLORIDE,A549,2662,176871,-0.728218298,3.477955244,-0.732642731,2.984462282,-1.561,NA
261,CHEMBL277800,ERLOTINIB HYDROCHLORIDE,A549,354624,176871,-3.817565531,1.036473763,-1.427107551,0.810612542,-1.095,NA
262,CHLORAMBUCIL,ERLOTINIB HYDROCHLORIDE,A549,2708,176871,1.322592828,2.781697814,4.493000555,5.444924876,4.942,Synergy
263,CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,A549,11626560,176871,2.551740732,7.739827708,8.343348486,8.452128749,14.893,Synergy
264,DASATINIB,ERLOTINIB HYDROCHLORIDE,A549,3062316,176871,3.792201831,4.34060982,-15.01641806,10.32297844,2.78,NA
265,DEXRAZOXANE,ERLOTINIB HYDROCHLORIDE,A549,71384,176871,1.996160959,1.646760986,4.942815645,5.81960271,-4.6935,Synergy
266,EXEMESTANE,ERLOTINIB HYDROCHLORIDE,A549,60198,176871,2.435235463,5.217245811,5.574442468,7.47886932,10.9155,Synergy
267,GEFITINIB,ERLOTINIB HYDROCHLORIDE,A549,123631,176871,2.618492715,2.578016127,5.58702103,7.338661075,1.475,Synergy
268,IMIQUIMOD,ERLOTINIB HYDROCHLORIDE,A549,57469,176871,-3.677234825,0.027907948,-1.020567234,-0.602361256,4.034,NA
269,LAPATINIB,ERLOTINIB HYDROCHLORIDE,A549,208908,176871,-0.752010385,0.479443336,2.776435516,3.322096778,-3.002,NA
270,LENALIDOMIDE,ERLOTINIB HYDROCHLORIDE,A549,216326,176871,-1.492393292,5.48149297,9.237118045,9.404006656,2.273,NA
271,LETROZOLE,ERLOTINIB HYDROCHLORIDE,A549,3902,176871,2.192319061,3.145148817,3.359897694,4.625546004,0.5535,Synergy
272,MEGESTROL ACETATE,ERLOTINIB HYDROCHLORIDE,A549,11683,176871,0.491162143,3.417560927,5.002373785,7.432383535,-2.2035,Synergy
273,METHOXSALEN,ERLOTINIB HYDROCHLORIDE,A549,4114,176871,-5.009088291,-1.863028957,-3.627288319,-0.4555489,1.438,Antagonism
274,MITOTANE,ERLOTINIB HYDROCHLORIDE,A549,4211,176871,-0.81160407,0.957201177,-6.637811296,-1.088887259,-3.03,NA
275,NILOTINIB,ERLOTINIB HYDROCHLORIDE,A549,644241,176871,0.231572422,1.348605074,-1.032003081,1.955702853,-7.6,NA
276,PAZOPANIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,A549,11525740,176871,-1.481011082,4.588200184,0.144866334,4.643877196,2.632,NA
277,PROCARBAZINE HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,A549,9703,176871,-1.201475552,0.218165569,-1.699861183,3.57338356,2.6565,NA
278,RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,A549,25126798,176871,1.36057669,5.108506918,5.915127585,6.212850972,8.7815,Synergy
279,TEMOZOLOMIDE,ERLOTINIB HYDROCHLORIDE,A549,5394,176871,-0.831667174,-0.244999496,-4.262711775,-0.344583456,1.1575,Antagonism
280,THALIDOMIDE,ERLOTINIB HYDROCHLORIDE,A549,5426,176871,-2.799790777,-0.78401153,-5.530293035,0.808895144,0.4265,NA
281,THIOTEPA,ERLOTINIB HYDROCHLORIDE,A549,5453,176871,1.923726031,0.698659661,-0.129294711,4.665383298,-0.3095,NA
282,TOPOTECAN HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,A549,60699,176871,-1.757847069,-0.375408288,-0.567906233,0.940740667,10.6215,NA
283,TRETINOIN,ERLOTINIB HYDROCHLORIDE,A549,444795,176871,6.451559729,8.952928283,6.530910696,10.5007405,10.893,Synergy
284,VEMURAFENIB,ERLOTINIB HYDROCHLORIDE,A549,42611257,176871,0.938463389,2.924217563,0.575496981,1.707860989,0.227,Synergy
285,ZOLINZA,ERLOTINIB HYDROCHLORIDE,A549,5311,176871,2.735443359,10.21222301,7.933954733,9.028748556,13.6165,Synergy
286,5-FLUORO-2'-DEOXYURIDINE,IMIQUIMOD,A549,3363,57469,4.064541612,4.654377236,-13.96769302,4.024226326,19.2875,NA
287,5-FU,IMIQUIMOD,A549,3385,57469,4.782252206,-1.034026172,-2.680254433,-1.59382923,-4.8695,NA
288,ALTRETAMINE,IMIQUIMOD,A549,2123,57469,2.03827919,-1.416804625,-4.377520429,-5.657689094,-2.497,NA
289,ANASTROZOLE,IMIQUIMOD,A549,2187,57469,-2.64591568,-4.596766992,-4.659106459,-4.659107008,-3.122,Antagonism
290,AXITINIB,IMIQUIMOD,A549,6450551,57469,-2.000990438,-6.211098164,-10.6960221,-7.521061409,0.731,Antagonism
291,BUSULFAN,IMIQUIMOD,A549,2478,57469,-10.39729508,-5.336837114,-4.873261836,-5.389107008,8.743,Antagonism
292,CELECOXIB,IMIQUIMOD,A549,2662,57469,-0.337839262,-1.39517987,-0.884142954,-1.460218026,-1.533,Antagonism
293,CHEMBL277800,IMIQUIMOD,A549,354624,57469,8.741545351,11.48427138,6.836629095,10.62740284,32.1905,Synergy
294,CHLORAMBUCIL,IMIQUIMOD,A549,2708,57469,0.845289753,-0.830219904,-1.909953047,-1.745495896,15.504,NA
295,CRIZOTINIB,IMIQUIMOD,A549,11626560,57469,-2.960922666,-2.564979253,-11.83335195,-4.608862189,5.9285,Antagonism
296,DASATINIB,IMIQUIMOD,A549,3062316,57469,2.541336924,2.780322205,0.968311684,2.718670333,6.4285,Synergy
297,DEXRAZOXANE,IMIQUIMOD,A549,71384,57469,0.769215394,-0.032777427,-1.524839667,-0.802893216,-0.7035,NA
298,EXEMESTANE,IMIQUIMOD,A549,60198,57469,1.633044147,2.886548172,2.678007203,2.036225556,12.1065,Synergy
299,GEFITINIB,IMIQUIMOD,A549,123631,57469,2.618211636,3.6733773,0.232202422,2.758393611,5.9795,Synergy
300,LAPATINIB,IMIQUIMOD,A549,208908,57469,-2.573547316,0.814756865,0.661410132,-0.276083778,6.009,NA
301,LENALIDOMIDE,IMIQUIMOD,A549,216326,57469,-0.207273214,2.24034808,1.01365673,1.131337778,2.0335,NA
302,LETROZOLE,IMIQUIMOD,A549,3902,57469,-5.218043405,-7.629900314,-8.305400897,-7.689107008,-6.237,Antagonism
303,MEGESTROL ACETATE,IMIQUIMOD,A549,11683,57469,-2.853929232,-0.192778554,-2.378709284,-1.295107008,-0.6925,Antagonism
304,METHOXSALEN,IMIQUIMOD,A549,4114,57469,-2.053848009,-2.573921222,-1.506919025,-1.487922672,-2.7185,Antagonism
305,MITOTANE,IMIQUIMOD,A549,4211,57469,-0.151595601,0.932656111,0.843374745,0.029782,-1.132,NA
306,NILOTINIB,IMIQUIMOD,A549,644241,57469,0.866983773,0.018347898,-1.000887753,-1.626711144,0.621,NA
307,PAZOPANIB HYDROCHLORIDE,IMIQUIMOD,A549,11525740,57469,0.782341572,1.316218115,-0.059603076,-0.652139033,2.6525,NA
308,PROCARBAZINE HYDROCHLORIDE,IMIQUIMOD,A549,9703,57469,-2.4229942,-1.865603246,-0.629950397,-0.581353022,-0.1185,Antagonism
309,RUXOLITINIB,IMIQUIMOD,A549,25126798,57469,-2.239539265,-5.847586964,-7.394558994,-7.646806233,4.266,Antagonism
310,TEMOZOLOMIDE,IMIQUIMOD,A549,5394,57469,-0.486653479,-0.761970199,-0.69947019,-1.661329111,-1.479,Antagonism
311,THALIDOMIDE,IMIQUIMOD,A549,5426,57469,-1.569813654,-0.732499812,0.275249972,0.189717933,2.2475,NA
312,THIOTEPA,IMIQUIMOD,A549,5453,57469,7.490545224,2.43434904,1.99946568,1.77645,13.871,Synergy
313,TRETINOIN,IMIQUIMOD,A549,444795,57469,3.876591353,3.815537987,3.087442235,3.017559659,9.815,Synergy
314,VEMURAFENIB,IMIQUIMOD,A549,42611257,57469,0.521040897,-4.412115014,-7.879643742,-7.60196152,1.722,NA
315,ZOLINZA,IMIQUIMOD,A549,5311,57469,-0.808305147,3.291542424,3.227068617,2.231694,0.5575,NA
316,5-FLUORO-2'-DEOXYURIDINE,LAPATINIB,A549,3363,208908,-1.996240777,0.723848727,-28.90565629,-1.489102144,-14.3635,NA
317,5-FU,LAPATINIB,A549,3385,208908,3.790563616,1.987262991,3.288603301,5.567315757,-2.572,Synergy
318,ALTRETAMINE,LAPATINIB,A549,2123,208908,-2.65618909,2.384725128,-16.26597784,-1.360109481,2.426,NA
319,AXITINIB,LAPATINIB,A549,6450551,208908,-5.092008166,-3.135246991,-3.17622137,-1.998958304,8.1605,Antagonism
320,CELECOXIB,LAPATINIB,A549,2662,208908,-2.036703974,-0.639152829,-10.82082584,-3.799868752,1.2095,Antagonism
321,CHEMBL277800,LAPATINIB,A549,354624,208908,-2.11905846,2.952838515,-0.460270578,0.699748156,0.898,NA
322,CHLORAMBUCIL,LAPATINIB,A549,2708,208908,-0.85531318,0.474411599,0.396516099,2.368026143,4.437,NA
323,CRIZOTINIB,LAPATINIB,A549,11626560,208908,-6.55489808,2.297078661,2.775047959,3.03123986,14.065,NA
324,DASATINIB,LAPATINIB,A549,3062316,208908,0.871194274,3.797768924,-0.000353255,2.796414378,-0.9355,NA
325,DEXRAZOXANE,LAPATINIB,A549,71384,208908,2.673887573,2.459619919,4.922031089,6.079476804,1.0885,Synergy
326,EXEMESTANE,LAPATINIB,A549,60198,208908,1.619142184,2.268391157,-0.098696954,3.88962527,10.844,NA
327,GEFITINIB,LAPATINIB,A549,123631,208908,-5.002255255,-1.741115675,0.825776202,2.599791936,-5.0175,NA
328,LENALIDOMIDE,LAPATINIB,A549,216326,208908,0.026711373,2.113617883,3.884515895,4.188815994,5.557,Synergy
329,LETROZOLE,LAPATINIB,A549,3902,208908,-0.597638277,1.049300456,-8.380390569,-5.817776147,-3.7955,NA
330,MEGESTROL ACETATE,LAPATINIB,A549,11683,208908,-3.578952777,2.257883146,-2.559111281,4.444161312,0.192,NA
331,NILOTINIB,LAPATINIB,A549,644241,208908,-0.343620019,-0.952843173,-11.02787902,-6.681109322,-6.667,Antagonism
332,PAZOPANIB HYDROCHLORIDE,LAPATINIB,A549,11525740,208908,-4.480727208,0.880941459,-9.314625131,0.554029711,5.472,NA
333,RUXOLITINIB,LAPATINIB,A549,25126798,208908,-6.3870135,-3.992884518,-3.616364244,-2.872513859,0.991,Antagonism
334,TEMOZOLOMIDE,LAPATINIB,A549,5394,208908,-0.657944958,1.352309218,-14.15120419,-5.3422204,-1.3075,NA
335,THIOTEPA,LAPATINIB,A549,5453,208908,-9.986628771,0.047524733,-8.039067963,-0.297990064,-2.933,NA
336,TRETINOIN,LAPATINIB,A549,444795,208908,-4.50518434,3.290294261,0.699009588,3.448676603,3.8595,NA
337,VEMURAFENIB,LAPATINIB,A549,42611257,208908,-3.933467122,-0.465999206,-4.222509789,-2.168513859,4.421,Antagonism
338,ZOLINZA,LAPATINIB,A549,5311,208908,-3.833448534,0.275404587,-2.099344392,-0.812474511,-0.795,NA
339,5-FLUORO-2'-DEOXYURIDINE,METHOXSALEN,A549,3363,4114,-0.65247181,3.173962888,-31.29296702,2.898700424,9.493,NA
340,5-FU,METHOXSALEN,A549,3385,4114,8.048849725,-1.041581725,-5.314353546,-0.068162563,-13.106,NA
341,ALTRETAMINE,METHOXSALEN,A549,2123,4114,0.371984587,-3.38526081,-9.123992927,-7.381553925,-1.0295,NA
342,ANASTROZOLE,METHOXSALEN,A549,2187,4114,2.374521195,2.56564804,-2.949305154,-1.707776444,2.8965,NA
343,AXITINIB,METHOXSALEN,A549,6450551,4114,-2.249781135,-3.279801071,-2.898227808,-2.845720791,0.5385,Antagonism
344,BUSULFAN,METHOXSALEN,A549,2478,4114,-0.626542685,2.172203128,0.443051431,-0.369418135,12.472,NA
345,CELECOXIB,METHOXSALEN,A549,2662,4114,0.615769729,2.892942834,0.148043136,0.495056987,6.2805,Synergy
346,CHEMBL277800,METHOXSALEN,A549,354624,4114,1.648005565,6.646897228,1.475137572,5.406168098,9.2135,Synergy
347,CHLORAMBUCIL,METHOXSALEN,A549,2708,4114,-1.825220499,-2.8096994,-1.752244589,-1.726466243,7.8215,Antagonism
348,CRIZOTINIB,METHOXSALEN,A549,11626560,4114,-6.090664636,-0.730902556,-1.25578297,-1.23076014,13.319,Antagonism
349,DASATINIB,METHOXSALEN,A549,3062316,4114,-1.694190176,0.311874061,-8.14769572,-1.659107008,6.1405,NA
350,DEXRAZOXANE,METHOXSALEN,A549,71384,4114,-0.780742146,-1.486127889,-1.007885434,-0.147004327,-2.9415,Antagonism
351,EXEMESTANE,METHOXSALEN,A549,60198,4114,3.58263923,-2.492143598,-0.646321267,-1.013551452,-0.3615,NA
352,GEFITINIB,METHOXSALEN,A549,123631,4114,2.105013249,-1.351746799,-2.311495966,0.239281881,-2.396,NA
353,LAPATINIB,METHOXSALEN,A549,208908,4114,-0.767282401,2.406304089,-2.124143555,0.3853363,5.9805,NA
354,LENALIDOMIDE,METHOXSALEN,A549,216326,4114,-3.937321686,-3.872409717,-1.949698527,-1.943995896,-3.2015,Antagonism
355,LETROZOLE,METHOXSALEN,A549,3902,4114,0.634855208,-1.756865486,-0.925550149,-3.812464162,0.62,NA
356,MEGESTROL ACETATE,METHOXSALEN,A549,11683,4114,-4.153341476,-1.646346338,-0.209063267,0.097093535,-6.267,NA
357,MITOTANE,METHOXSALEN,A549,4211,4114,-0.636377242,-0.149585559,-0.782367695,-0.762414788,1.167,Antagonism
358,NILOTINIB,METHOXSALEN,A549,644241,4114,1.289733369,2.414409737,2.099167006,-1.218306,4.3135,NA
359,PAZOPANIB HYDROCHLORIDE,METHOXSALEN,A549,11525740,4114,-0.616969033,-1.625000692,-1.884858502,-1.601636955,-0.8485,Antagonism
360,PROCARBAZINE HYDROCHLORIDE,METHOXSALEN,A549,9703,4114,1.141334428,2.166103997,-0.265839535,0.049059911,0.5215,NA
361,RUXOLITINIB,METHOXSALEN,A549,25126798,4114,-2.672941894,-1.857601958,-2.294302182,-2.209276347,7.476,Antagonism
362,TEMOZOLOMIDE,METHOXSALEN,A549,5394,4114,-0.612544308,0.758250214,-0.444561111,0.569747711,3.1165,NA
363,THALIDOMIDE,METHOXSALEN,A549,5426,4114,0.946614615,2.429786889,1.001519692,0.070282067,1.3895,Synergy
364,THIOTEPA,METHOXSALEN,A549,5453,4114,-1.075099266,2.66163812,-5.366981092,3.624315757,16.3795,NA
365,TRETINOIN,METHOXSALEN,A549,444795,4114,-6.264945632,-3.271678184,-9.197770179,-2.27346202,-0.375,Antagonism
366,VEMURAFENIB,METHOXSALEN,A549,42611257,4114,-0.174612099,-1.124017979,-3.01861433,-2.866498569,1.007,Antagonism
367,ZOLINZA,METHOXSALEN,A549,5311,4114,-1.547470937,-0.256683963,-6.730934709,-3.873862611,2.304,Antagonism
368,5-FLUORO-2'-DEOXYURIDINE,MITOTANE,A549,3363,4211,-0.632747577,-2.490978199,-44.3713914,-3.565728511,10.055,Antagonism
369,5-FU,MITOTANE,A549,3385,4211,4.868294131,-0.070088297,-9.111142407,0.279615215,-1.026,NA
370,ALTRETAMINE,MITOTANE,A549,2123,4211,1.165130972,-0.169955716,-3.941522872,-4.220109481,5.171,NA
371,AXITINIB,MITOTANE,A549,6450551,4211,-2.644529295,3.287013179,-3.095807626,3.311788904,8.7755,NA
372,CELECOXIB,MITOTANE,A549,2662,4211,2.209434159,1.518318154,-2.74177834,-2.407630511,3.0195,NA
373,CHEMBL277800,MITOTANE,A549,354624,4211,0.131839846,-2.207065408,-4.726434554,-3.970603606,-0.03675,NA
374,CHLORAMBUCIL,MITOTANE,A549,2708,4211,2.089071764,1.347851227,-9.501678277,1.851311535,18.0545,NA
375,CRIZOTINIB,MITOTANE,A549,11626560,4211,-3.447661345,1.862294938,-13.48117708,0.904416222,15.532,NA
376,DASATINIB,MITOTANE,A549,3062316,4211,-2.380900707,0.741674406,-2.301868366,-2.132704584,11.5245,NA
377,DEXRAZOXANE,MITOTANE,A549,71384,4211,0.878996176,1.101245182,-6.312000129,1.582329006,1.8165,NA
378,EXEMESTANE,MITOTANE,A549,60198,4211,0.394538888,2.511815807,-11.34415996,3.043004104,11.2395,NA
379,GEFITINIB,MITOTANE,A549,123631,4211,2.631130644,3.515033784,-7.309111098,4.086615215,10.1725,NA
380,LAPATINIB,MITOTANE,A549,208908,4211,-2.907593667,0.160450274,-3.115431299,-2.834943013,9.39,NA
381,LENALIDOMIDE,MITOTANE,A549,216326,4211,-2.970660937,2.116549466,2.048037616,2.809337437,6.7015,NA
382,LETROZOLE,MITOTANE,A549,3902,4211,3.277817798,2.528706888,-1.874696477,-2.425583579,3.7875,NA
383,MEGESTROL ACETATE,MITOTANE,A549,11683,4211,-3.05968303,2.8817236,1.265691928,3.570337437,1.102,NA
384,PAZOPANIB HYDROCHLORIDE,MITOTANE,A549,11525740,4211,2.07984561,7.750221469,7.057875753,7.053582889,9.4055,Synergy
385,RUXOLITINIB,MITOTANE,A549,25126798,4211,-1.729564449,1.611021092,-4.697663159,0.906189777,5.418,NA
386,TEMOZOLOMIDE,MITOTANE,A549,5394,4211,2.145382855,1.791535862,-3.353468352,-2.959998544,1.885,NA
387,THIOTEPA,MITOTANE,A549,5453,4211,-6.481728236,-4.721638992,-25.68811362,-5.634573132,-0.329,Antagonism
388,TRETINOIN,MITOTANE,A549,444795,4211,1.762544073,6.519772477,-6.498130459,5.110915032,10.574,NA
389,VEMURAFENIB,MITOTANE,A549,42611257,4211,5.461299305,0.185933959,-9.192644709,-2.00660968,0.6645,NA
390,ZOLINZA,MITOTANE,A549,5311,4211,-7.80181805,-3.923256671,-27.02860964,-5.306795967,-0.824,Antagonism
391,5-FLUORO-2'-DEOXYURIDINE,NILOTINIB,A549,3363,644241,0.399982784,1.318170234,-41.29085603,-2.389076367,0.772,NA
392,5-FU,NILOTINIB,A549,3385,644241,6.855571524,2.313143603,0.498239505,1.718059659,-0.561,Synergy
393,ALTRETAMINE,NILOTINIB,A549,2123,644241,2.161783816,5.293575372,1.77677207,0.81209859,5.828,Synergy
394,ANASTROZOLE,NILOTINIB,A549,2187,644241,3.012424862,1.552258988,-2.601363135,-3.435818865,2.84025,NA
395,AXITINIB,NILOTINIB,A549,6450551,644241,-1.826973728,-3.958672863,-8.61144006,-5.483704732,4.6755,Antagonism
396,CELECOXIB,NILOTINIB,A549,2662,644241,2.85311319,3.916911669,-1.547265967,-2.814442844,4.491,NA
397,CHLORAMBUCIL,NILOTINIB,A549,2708,644241,1.594780307,1.906464216,0.730047544,0.933504104,9.2715,Synergy
398,CRIZOTINIB,NILOTINIB,A549,11626560,644241,-4.416132404,-0.137295677,-9.462728753,-2.239593621,12.592,Antagonism
399,DEXRAZOXANE,NILOTINIB,A549,71384,644241,2.869388505,3.046758154,1.410032839,2.228106784,2.714,Synergy
400,EXEMESTANE,NILOTINIB,A549,60198,644241,1.600237684,2.248361764,1.968585607,1.344448548,12.8895,Synergy
401,GEFITINIB,NILOTINIB,A549,123631,644241,1.335539824,0.553264674,-3.175604783,-0.419384785,1.989,NA
402,LENALIDOMIDE,NILOTINIB,A549,216326,644241,-2.168858819,1.166908471,-0.141458459,-0.011995896,3.6525,NA
403,LETROZOLE,NILOTINIB,A549,3902,644241,2.991022564,3.396539846,-4.477305091,-4.158021878,3.753,NA
404,MEGESTROL ACETATE,NILOTINIB,A549,11683,644241,-2.127683671,-0.129972353,-2.426150895,-1.301773674,-4.5655,Antagonism
405,MITOTANE,NILOTINIB,A549,4211,644241,-0.023171453,-1.421772735,-2.209608255,-3.119597363,-1.665,Antagonism
406,PAZOPANIB HYDROCHLORIDE,NILOTINIB,A549,11525740,644241,0.277755279,-1.67345072,-3.082785797,-3.770704732,-0.0625,NA
407,RUXOLITINIB,NILOTINIB,A549,25126798,644241,-1.456461722,-1.373420231,-3.099221785,-3.328926955,0.6095,Antagonism
408,TEMOZOLOMIDE,NILOTINIB,A549,5394,644241,3.311552788,0.311759741,-3.68058149,-5.083331703,1.4915,NA
409,THIOTEPA,NILOTINIB,A549,5453,644241,-4.704045744,1.323662429,-4.950855873,-0.856855132,-4.715,NA
410,TRETINOIN,NILOTINIB,A549,444795,644241,-1.599727388,5.056156199,-1.878283526,3.28508,5.892,NA
411,VEMURAFENIB,NILOTINIB,A549,42611257,644241,0.637617542,0.613121636,-3.042065416,-2.700066109,5.063,NA
412,5-FLUORO-2'-DEOXYURIDINE,PROCARBAZINE HYDROCHLORIDE,A549,3363,9703,-0.01188923,0.962860697,-40.77383249,-0.351299576,-6.2095,NA
413,5-FU,PROCARBAZINE HYDROCHLORIDE,A549,3385,9703,2.284092373,-2.087207379,-13.29047574,-3.899718119,-8.2665,NA
414,ALTRETAMINE,PROCARBAZINE HYDROCHLORIDE,A549,2123,9703,3.784981443,5.151427869,-0.412963119,-0.11367722,8.035,NA
415,ANASTROZOLE,PROCARBAZINE HYDROCHLORIDE,A549,2187,9703,0.76099423,-1.863268444,-3.210278502,-4.883551491,-0.529,NA
416,AXITINIB,PROCARBAZINE HYDROCHLORIDE,A549,6450551,9703,-1.199238318,-4.587409972,-15.17009929,-8.233885867,6.512,Antagonism
